%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status
1362970492598474480,136,1362970492598474480,,1362970492.598482176,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.36, -0.176, 1.51, 0, -0, 16.7, -3.5, -0.5, 1.5, 0, -0, 17.1;
1362970492718501749,137,1362970492718501749,,1362970492.718521703,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.37, -0.172, 1.52, 0, -0, 16.7, -3.5, -0.5, 1.5, 0, -0, 17.1;
1362970492838463468,138,1362970492838463468,,1362970492.838470959,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.39, -0.167, 1.52, 0, -0, 16.6, -3.5, -0.5, 1.5, 0, -0, 17.1;
1362970492958482628,139,1362970492958482628,,1362970492.958492269,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.42, -0.172, 1.52, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 17.1;
1362970493078576773,140,1362970493078576773,,1362970493.078579256,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.43, -0.172, 1.52, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 18;
1362970493198507492,141,1362970493198507492,,1362970493.198509119,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.46, -0.167, 1.52, 0, -0, 16.5, -3.5, -0.5, 1.5, 0, -0, 18.9;
1362970493318518016,142,1362970493318518016,,1362970493.318519956,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.47, -0.181, 1.52, 0, -0, 16.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970493438527781,143,1362970493438527781,,1362970493.438529379,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.49, -0.182, 1.51, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 20.6;
1362970493558598902,144,1362970493558598902,,1362970493.558601175,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.52, -0.177, 1.53, 0, -0, 17.8, -3.5, -0.5, 1.5, 0, -0, 21.4;
1362970493678521910,145,1362970493678521910,,1362970493.678523604,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.54, -0.182, 1.53, 0, -0, 18.2, -3.5, -0.5, 1.5, 0, -0, 22.3;
1362970493798521427,146,1362970493798521427,,1362970493.798523384,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.56, -0.179, 1.52, 0, -0, 18.6, -3.5, -0.5, 1.5, 0, -0, 23.2;
1362970493918544618,147,1362970493918544618,,1362970493.918546331,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.57, -0.183, 1.52, 0, -0, 18.9, -3.5, -0.5, 1.5, 0, -0, 24;
1362970494038510276,148,1362970494038510276,,1362970494.038511915,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.58, -0.179, 1.53, 0, -0, 19.3, -3.5, -0.5, 1.5, 0, -0, 24.9;
1362970494158559499,149,1362970494158559499,,1362970494.158561586,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.59, -0.176, 1.53, 0, -0, 19.6, -3.5, -0.5, 1.5, 0, -0, 25.7;
1362970494278527448,150,1362970494278527448,,1362970494.278529718,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.6, -0.175, 1.53, 0, -0, 20.2, -3.5, -0.5, 1.5, 0, -0, 26.6;
1362970494398679106,151,1362970494398679106,,1362970494.398682615,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.61, -0.181, 1.53, 0, -0, 20.6, -3.5, -0.5, 1.5, 0, -0, 27.4;
1362970494518457810,152,1362970494518457810,,1362970494.518463795,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.61, -0.183, 1.53, 0, -0, 21.1, -3.5, -0.5, 1.5, 0, -0, 28;
1362970494638457308,153,1362970494638457308,,1362970494.638464256,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.6, -0.179, 1.52, 0, -0, 22, -3.5, -0.5, 1.5, 0, -0, 28;
1362970494758460502,154,1362970494758460502,,1362970494.758467193,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.59, -0.161, 1.52, 0, -0, 22.9, -3.5, -0.5, 1.5, 0, -0, 28;
1362970494878474489,155,1362970494878474489,,1362970494.878486235,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.57, -0.159, 1.51, 0, -0, 23.7, -3.5, -0.5, 1.5, 0, -0, 28;
1362970494998474973,156,1362970494998474973,,1362970494.998486083,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.55, -0.156, 1.5, 0, -0, 24.7, -3.5, -0.5, 1.5, 0, -0, 28;
1362970495118497282,157,1362970495118497282,,1362970495.118507892,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.54, -0.145, 1.5, 0, -0, 25.5, -3.5, -0.5, 1.5, 0, -0, 28;
1362970495238468313,158,1362970495238468313,,1362970495.238475807,Operation, FACE, ELECTED, NOGROUP, None, POSECONTROL, , -3.51, -0.136, 1.5, 0, -0, 26.2, -3.5, -0.5, 1.5, 0, -0, 28;
1362970495358610612,159,1362970495358610612,,1362970495.358612231,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.48, -0.14, 1.5, 0, -0, 26.4, -3.5, -0.5, 1.5, 0, -0, 27.2;
1362970495478517582,160,1362970495478517582,,1362970495.478519666,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.47, -0.134, 1.5, 0, -0, 26.5, -3.5, -0.5, 1.5, 0, -0, 26.3;
1362970495598512824,161,1362970495598512824,,1362970495.598514700,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.45, -0.13, 1.49, 0, -0, 26.5, -3.5, -0.5, 1.5, 0, -0, 25.4;
1362970495718519884,162,1362970495718519884,,1362970495.718522061,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.44, -0.128, 1.49, 0, -0, 26.2, -3.5, -0.5, 1.5, 0, -0, 24.6;
1362970495838571611,163,1362970495838571611,,1362970495.838572906,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.43, -0.13, 1.49, 0, -0, 25.6, -3.5, -0.5, 1.5, 0, -0, 23.7;
1362970495958569204,164,1362970495958569204,,1362970495.958571359,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.41, -0.126, 1.49, 0, -0, 24.8, -3.5, -0.5, 1.5, 0, -0, 22.9;
1362970496078520671,165,1362970496078520671,,1362970496.078522824,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.4, -0.132, 1.48, 0, -0, 24.2, -3.5, -0.5, 1.5, 0, -0, 22;
1362970496198522830,166,1362970496198522830,,1362970496.198524134,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.39, -0.14, 1.49, 0, -0, 23.4, -3.5, -0.5, 1.5, 0, -0, 21.1;
1362970496318539018,167,1362970496318539018,,1362970496.318540303,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.38, -0.136, 1.49, 0, -0, 22.4, -3.5, -0.5, 1.5, 0, -0, 20.3;
1362970496438459404,168,1362970496438459404,,1362970496.438465886,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.38, -0.139, 1.51, 0, -0, 21.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970496558466700,169,1362970496558466700,,1362970496.558474421,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.37, -0.156, 1.5, 0, -0, 20.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970496678479431,170,1362970496678479431,,1362970496.678493673,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.37, -0.156, 1.5, 0, -0, 20.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970496798485136,171,1362970496798485136,,1362970496.798497024,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.36, -0.174, 1.5, 0, -0, 19.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970496918490480,172,1362970496918490480,,1362970496.918497576,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.36, -0.192, 1.5, 0, -0, 19.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497038467357,173,1362970497038467357,,1362970497.038474953,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.36, -0.209, 1.5, 0, -0, 19.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497158468530,174,1362970497158468530,,1362970497.158476622,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.39, -0.211, 1.51, 0, -0, 19, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497278461972,175,1362970497278461972,,1362970497.278468393,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.41, -0.222, 1.52, 0, -0, 18.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497398465357,176,1362970497398465357,,1362970497.398472694,Operation, FACE, ELECTED, INGROUP, Left, POSECONTROL, , -3.44, -0.218, 1.51, 0, -0, 18.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497518473399,177,1362970497518473399,,1362970497.518480303,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.46, -0.219, 1.52, 0, -0, 18.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497638473199,178,1362970497638473199,,1362970497.638482256,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.48, -0.229, 1.51, 0, -0, 18.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497758459041,179,1362970497758459041,,1362970497.758466355,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.51, -0.23, 1.52, 0, -0, 18.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497878464762,180,1362970497878464762,,1362970497.878472844,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.54, -0.231, 1.51, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970497998470405,181,1362970497998470405,,1362970497.998478340,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.58, -0.235, 1.5, 0, -0, 18.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498118465570,182,1362970498118465570,,1362970498.118472345,Operation, FACE, ELECTED, INGROUP, None, POSECONTROL, , -3.59, -0.251, 1.49, 0, -0, 18.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498238479982,183,1362970498238479982,,1362970498.238486815,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.63, -0.265, 1.47, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498358466203,184,1362970498358466203,,1362970498.358473342,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.65, -0.27, 1.48, 0, -0, 17.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498478458489,185,1362970498478458489,,1362970498.478463486,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.67, -0.269, 1.48, 0, -0, 17.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498598466718,186,1362970498598466718,,1362970498.598475344,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.69, -0.274, 1.49, 0, -0, 17.7, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498718462271,187,1362970498718462271,,1362970498.718470308,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.71, -0.28, 1.5, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498838468529,188,1362970498838468529,,1362970498.838480451,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.72, -0.275, 1.5, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970498958458839,189,1362970498958458839,,1362970498.958466302,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.75, -0.268, 1.51, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499078945945,190,1362970499078945945,,1362970499.078955256,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.76, -0.277, 1.52, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499198458633,191,1362970499198458633,,1362970499.198465105,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.77, -0.282, 1.52, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499318467510,192,1362970499318467510,,1362970499.318478664,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.77, -0.286, 1.51, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499438473444,193,1362970499438473444,,1362970499.438482489,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.77, -0.285, 1.54, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499558463116,194,1362970499558463116,,1362970499.558471385,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.76, -0.297, 1.55, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499678465984,195,1362970499678465984,,1362970499.678474720,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.75, -0.299, 1.53, 0, -0, 17.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499798480543,196,1362970499798480543,,1362970499.798487800,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.73, -0.302, 1.54, 0, -0, 17.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970499918513444,197,1362970499918513444,,1362970499.918520338,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.73, -0.299, 1.54, 0, -0, 17.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500038465815,198,1362970500038465815,,1362970500.038472956,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.71, -0.306, 1.54, 0, -0, 17.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500158459964,199,1362970500158459964,,1362970500.158468492,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.69, -0.314, 1.54, 0, -0, 17.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500278459278,200,1362970500278459278,,1362970500.278468927,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.67, -0.317, 1.53, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500398458795,201,1362970500398458795,,1362970500.398464815,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.66, -0.319, 1.52, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500518458575,202,1362970500518458575,,1362970500.518465445,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.64, -0.318, 1.5, 0, -0, 17.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500638458600,203,1362970500638458600,,1362970500.638465916,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.63, -0.322, 1.49, 0, -0, 17.8, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500758459643,204,1362970500758459643,,1362970500.758467087,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.6, -0.325, 1.48, 0, -0, 17.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500878454297,205,1362970500878454297,,1362970500.878461144,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.6, -0.314, 1.48, 0, -0, 17.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970500998455181,206,1362970500998455181,,1362970500.998461388,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.6, -0.304, 1.46, 0, -0, 17.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501118461601,207,1362970501118461601,,1362970501.118468601,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.59, -0.282, 1.47, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501238460816,208,1362970501238460816,,1362970501.238469603,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.58, -0.262, 1.46, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501358467341,209,1362970501358467341,,1362970501.358477181,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.57, -0.253, 1.47, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501478461892,210,1362970501478461892,,1362970501.478469804,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.57, -0.236, 1.46, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501598456347,211,1362970501598456347,,1362970501.598464040,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.57, -0.221, 1.47, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501718456139,212,1362970501718456139,,1362970501.718463977,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.57, -0.196, 1.47, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501838454921,213,1362970501838454921,,1362970501.838461021,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.59, -0.173, 1.47, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970501958466841,214,1362970501958466841,,1362970501.958473323,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.6, -0.162, 1.47, 0, -0, 17.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502078456388,215,1362970502078456388,,1362970502.078463362,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.62, -0.149, 1.46, 0, -0, 18, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502198472894,216,1362970502198472894,,1362970502.198481957,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.64, -0.15, 1.46, 0, -0, 18.5, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502318456634,217,1362970502318456634,,1362970502.318464247,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.66, -0.158, 1.45, 0, -0, 19, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502438459932,218,1362970502438459932,,1362970502.438467496,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.58, -0.153, 1.48, 0, -0, 15.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502558459795,219,1362970502558459795,,1362970502.558468316,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.61, -0.0982, 1.53, 0, -0, 15.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502678483917,220,1362970502678483917,,1362970502.678490580,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.65, 0, 1.58, 0, -0, 15.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502798453903,221,1362970502798453903,,1362970502.798461415,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.66, -0.0437, 1.57, 0, -0, 16.6, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970502918458415,222,1362970502918458415,,1362970502.918465643,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.67, -0.0586, 1.55, 0, -0, 16.9, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503038461669,223,1362970503038461669,,1362970503.038469473,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.7, -0.0618, 1.54, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503158459105,224,1362970503158459105,,1362970503.158465309,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.74, -0.0718, 1.54, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503278461641,225,1362970503278461641,,1362970503.278468616,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.77, -0.086, 1.52, 0, -0, 17, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503398459760,226,1362970503398459760,,1362970503.398466234,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.78, -0.0912, 1.52, 0, -0, 17, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503518454998,227,1362970503518454998,,1362970503.518462196,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.79, -0.0986, 1.52, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503638459993,228,1362970503638459993,,1362970503.638466167,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.79, -0.101, 1.54, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503758456217,229,1362970503758456217,,1362970503.758463773,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.79, -0.11, 1.57, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503878495056,230,1362970503878495056,,1362970503.878508066,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.79, -0.119, 1.57, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970503998459847,231,1362970503998459847,,1362970503.998466354,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.8, -0.125, 1.56, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504118462268,232,1362970504118462268,,1362970504.118468595,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.81, -0.15, 1.55, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504238461432,233,1362970504238461432,,1362970504.238468671,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.81, -0.186, 1.53, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504358460726,234,1362970504358460726,,1362970504.358468742,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.82, -0.202, 1.52, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504478471454,235,1362970504478471454,,1362970504.478479129,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.82, -0.234, 1.51, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504598457781,236,1362970504598457781,,1362970504.598466072,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.83, -0.246, 1.51, 0, -0, 17.4, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504718460369,237,1362970504718460369,,1362970504.718467494,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.82, -0.262, 1.52, 0, -0, 17.3, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504838480757,238,1362970504838480757,,1362970504.838490455,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.81, -0.283, 1.52, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970504958461428,239,1362970504958461428,,1362970504.958469717,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.81, -0.299, 1.51, 0, -0, 17, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505078460874,240,1362970505078460874,,1362970505.078467667,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.8, -0.312, 1.53, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505198463647,241,1362970505198463647,,1362970505.198470175,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.79, -0.325, 1.52, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505318455248,242,1362970505318455248,,1362970505.318464195,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.78, -0.335, 1.53, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505438455611,243,1362970505438455611,,1362970505.438462358,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.75, -0.345, 1.53, 0, -0, 17.2, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505558481941,244,1362970505558481941,,1362970505.558489009,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.73, -0.333, 1.55, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505678462754,245,1362970505678462754,,1362970505.678471203,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.71, -0.34, 1.56, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
1362970505798479228,246,1362970505798479228,,1362970505.798485840,Operation, NOFACE, NOTELECTED, INGROUP, None, POSECONTROL, , -3.69, -0.342, 1.55, 0, -0, 17.1, -3.5, -0.5, 1.5, 0, -0, 19.7;
